id,keyword,location,text
72,,,attendance: 6% 1% deduction per unexcused absence (see t amu student rules for excusable absences)
73,,,"per university rule, only one interview is excusable"
74,,,"y ou should schedule your interview to avoid 9/15/22, 3:44 pm syllabus for 22 spring csce 421 machine learning (sections 200/500) https://canvas.tamu.edu/courses/137553/assignments/syllabu"
75,,,4/11the fixed midterm and final dates
76,,,forged signatures will lead to 'f'
77,,,use a consistent style
78,,,do not use initials
79,,,late work policy late penalty: 1 point (out of 100) per hour 
80,,,late submissions will not be accepted 4 days after the deadline and/or after the solution has been posted
81,,,local course policy all work should be done individually and on your own 
82,,,"if you find solutions to homeworks or programming assignments on the web (or in a book, etc.)"
83,,,check with the instructor first to determine if you can use it or not
84,,,assignments turned in that are significantly similar will be reported to the aggie honor system of fice
85,,,there will be no make up exams unless it is due to a genuine emergency defined by university rules
86,,,examples of events that do not count as an emergency include the following: (1) merely visiting the doctor's of fice without an explicit note from the of fice requesting absence
87,,,"(2) interview trips that got scheduled at the last moment, etc"
88,,,note that this is not an exhaustive list
89,,,"all make up exams, if given, will be dif ferent from the original exam"
90,,,instructor may choose to give an oral exam instead of a written exam
91,,,course schedule topics: 1
92,,,"computational learning theory: sample complexity , version space, p ac learning, vc dimension, mistake bound, cross-validation 2"
93,,,"neural networks: perceptrons, multilayer perceptrons, backpropagation, gradient descent, stochastic gradient descent, optimizers, deep neural networks (convolutional networks, recurrent networks, attention) 3"
94,,,"decision tree learning, support vector machines, 4"
95,,,"dimensionality reduction: pca, factor analysis, multidimensional scaling, isomap, locally linear embedding 5"
96,,,"genetic algorithms, neuroevolution 6"
97,,,"unsupervised learning and local models: competitive learning, k-means, adaptive resonance theory , self-organizing maps, radial basis functions, regression, learning vector quantization"
98,,,7
99,,,"bayesian learning: maximum likelihood, minimum description length, bayes optimal classifiers, naive bayes classifiers"
100,,,"bayesian belief network, em algorithm"
101,,,8
102,,,biologically motivated models
103,,,"9/15/22, 3:44 pm syllabus for 22 spring csce 421 machine learning (sections 200/500) https://canvas.tamu.edu/courses/137553/assignments/syllabu"
104,,,5/11 schedule (rough): see canvas homepage for reading and more up-to-date info
105,,,homework dues may change
106,,,"weektuesday thursday topic announcementsdues (tentative)comments 1 1/18/2022 1/20/2022 introduction1/16: mlk day 2 1/25/2022 1/27/2022supervised learning concepts1/24: last day for add/drop 3 2/1/2022 2/3/2022neural networkshw1 announced 4 2/8/2022 2/10/2022neural networks 5 2/15/2022 2/17/2022reinforcement learninghw2 announced hw1 due 6 2/22/2022 2/24/2022reinforcement learning 7 3/1/2022 3/3/2022decision tree learning 8 3/8/2022 3/10/2022midterm exam (in class: thu)hw3 announced hw2 due3/7: midsemester grades due 9 3/15/2022 3/17/2022 spring break 10 3/22/2022 3/24/2022dimensionality reduction 11 3/29/2022 3/31/2022bayesian learninghw4 announced hw3 due 12 4/5/2022 4/7/2022bayesian learning 13 4/12/2022 4/14/2022 local models4/15: reading day 14 4/19/2022 4/21/2022 deep learning4/19: last day for q- drop 15 4/26/2022 4/28/2022 deep learning (thu is lasthw4 due 4/28: last class 9/15/22, 3:44 pm syllabus for 22 spring csce 421 machine learning (sections 200/500) https://canvas.tamu.edu/courses/137553/assignments/syllabu"
107,,,6/11class) 16 5/5/20225/5(thu) : final exam 12:30pm- 2:30pm5/3: redefined day (meet friday classes) optional course information items all homeworks and programming assignments will be in the form of google colab notebooks (use tamu netid to login to colab)
108,,,all submissions will be made through canvas
